iterations,accuracy,loss
1,0.1381666660308838,2.299243211746216
2,0.2161666601896286,2.2724640369415283
3,0.20808333158493042,2.1319198608398438
4,0.28941667079925537,1.9944941997528076
5,0.30250000953674316,1.8617455959320068
6,0.3581666648387909,1.8075655698776245
7,0.367083340883255,1.7321088314056396
8,0.38616666197776794,1.6797384023666382
9,0.414166659116745,1.6087567806243896
10,0.4359999895095825,1.5499563217163086
11,0.4424166679382324,1.5325626134872437
12,0.46183332800865173,1.4928712844848633
13,0.46841666102409363,1.4562382698059082
14,0.476583331823349,1.4267853498458862
15,0.49166667461395264,1.389733910560608
16,0.5034999847412109,1.3749998807907104
17,0.5119166374206543,1.3493084907531738
18,0.5231666564941406,1.32175874710083
19,0.528333306312561,1.3008060455322266
20,0.5389166474342346,1.2788639068603516
21,0.5406666398048401,1.2731853723526
22,0.550000011920929,1.246091604232788
23,0.5577499866485596,1.2344766855239868
24,0.5637500286102295,1.2105622291564941
25,0.5703333616256714,1.1985241174697876
26,0.5742499828338623,1.1831752061843872
27,0.578000009059906,1.1696445941925049
28,0.5871666669845581,1.1544393301010132
29,0.5885833501815796,1.1444092988967896
30,0.5910000205039978,1.130461573600769
31,0.5972499847412109,1.1234965324401855
32,0.5977500081062317,1.1148022413253784
33,0.6073333621025085,1.0914115905761719
34,0.6118333339691162,1.0813727378845215
35,0.6132500171661377,1.072118878364563
36,0.609083354473114,1.076466679573059
37,0.6229166388511658,1.0560379028320312
38,0.6285833120346069,1.0412003993988037
39,0.6288333535194397,1.0407342910766602
40,0.6340000033378601,1.0274587869644165
41,0.6365833282470703,1.0155441761016846
42,0.6414999961853027,1.0095162391662598
43,0.6459166407585144,0.9947200417518616
44,0.6484166383743286,0.9921384453773499
45,0.6516666412353516,0.979747474193573
46,0.6554999947547913,0.9731173515319824
47,0.6557499766349792,0.9640206098556519
48,0.6545833349227905,0.9706493616104126
49,0.6614166498184204,0.9550137519836426
50,0.6618333458900452,0.9550416469573975
51,0.6622499823570251,0.9508571624755859
52,0.6705833077430725,0.9352879524230957
53,0.6725000143051147,0.9305998682975769
54,0.6726666688919067,0.9314860701560974
55,0.6761666536331177,0.9239476919174194
56,0.6761666536331177,0.9159370064735413
57,0.6803333163261414,0.9098784923553467
58,0.6814166903495789,0.9070102572441101
59,0.6824166774749756,0.905897319316864
60,0.6852499842643738,0.9005144238471985
61,0.6860833168029785,0.8936353325843811
62,0.687166690826416,0.8883665204048157
63,0.6870833039283752,0.8899612426757812
64,0.690750002861023,0.8825179934501648
65,0.6897500157356262,0.8826838135719299
66,0.6936666369438171,0.8775832653045654
67,0.6922500133514404,0.8760720491409302
68,0.6969166398048401,0.8699606657028198
69,0.6931666731834412,0.8764203190803528
70,0.6962500214576721,0.8738062977790833
71,0.6948333382606506,0.8605585098266602
72,0.6989166736602783,0.869149386882782
73,0.7004166841506958,0.8573338389396667
74,0.7023333311080933,0.8560896515846252
75,0.703083336353302,0.850862443447113
76,0.7040833234786987,0.8465690016746521
77,0.7009166479110718,0.8581385612487793
78,0.7042499780654907,0.8499327898025513
79,0.7037500143051147,0.8476707935333252
80,0.7055833339691162,0.8443015813827515
81,0.7080000042915344,0.8358374834060669
82,0.7042499780654907,0.8543807864189148
83,0.7075833082199097,0.8419806957244873
84,0.7120833396911621,0.8332817554473877
85,0.7091666460037231,0.8372490406036377
86,0.7105000019073486,0.8339300155639648
87,0.7117499709129333,0.8332169651985168
88,0.7138333320617676,0.8302151560783386
89,0.7104166746139526,0.8313039541244507
90,0.7139166593551636,0.8292545676231384
91,0.7135000228881836,0.8308849334716797
92,0.7109166383743286,0.8357112407684326
93,0.7108333110809326,0.830795168876648
94,0.7124166488647461,0.8401763439178467
95,0.7127500176429749,0.8402959108352661
