iterations,accuracy,loss
1,0.13433332741260529,2.2956368923187256
2,0.19241666793823242,2.2270495891571045
3,0.2200833261013031,2.109924077987671
4,0.2775000035762787,2.0154213905334473
5,0.3099166750907898,1.8970634937286377
6,0.34450000524520874,1.841545581817627
7,0.3580000102519989,1.7777705192565918
8,0.3851666748523712,1.7049163579940796
9,0.4077500104904175,1.6597260236740112
10,0.4259999990463257,1.5970337390899658
11,0.4372499883174896,1.5478852987289429
12,0.4468333423137665,1.5199191570281982
13,0.4645833373069763,1.4829503297805786
14,0.47616666555404663,1.446657419204712
15,0.47691667079925537,1.440848469734192
16,0.4899166524410248,1.4059172868728638
17,0.4925000071525574,1.3875120878219604
18,0.5049999952316284,1.361714482307434
19,0.5133333206176758,1.3478007316589355
20,0.5225833058357239,1.3164877891540527
21,0.5254166722297668,1.310591220855713
22,0.5350833535194397,1.2876789569854736
23,0.5404166579246521,1.2573446035385132
24,0.547249972820282,1.2468289136886597
25,0.5512499809265137,1.229097604751587
26,0.559416651725769,1.2135088443756104
27,0.5682500004768372,1.197712779045105
28,0.5730833411216736,1.1899361610412598
29,0.5718333125114441,1.1773381233215332
30,0.5830000042915344,1.1705840826034546
31,0.5867499709129333,1.1436054706573486
32,0.5912500023841858,1.1393800973892212
33,0.5990833044052124,1.1180912256240845
34,0.6008333563804626,1.108697533607483
35,0.6104999780654907,1.0995666980743408
36,0.6078333258628845,1.1077207326889038
37,0.6181666851043701,1.0836352109909058
38,0.621666669845581,1.063542366027832
39,0.6231666803359985,1.060183048248291
40,0.6274166703224182,1.0519293546676636
41,0.6325833201408386,1.039501428604126
42,0.6302499771118164,1.0379570722579956
43,0.6370000243186951,1.0329389572143555
44,0.637666642665863,1.0223270654678345
45,0.643833339214325,1.0123158693313599
46,0.643750011920929,1.0066375732421875
47,0.6461666822433472,1.0033085346221924
48,0.6526666879653931,0.9840441942214966
49,0.6494166851043701,0.9908104538917542
50,0.6544166803359985,0.9781358242034912
51,0.6550833582878113,0.9729253053665161
52,0.656583309173584,0.9661738872528076
53,0.659500002861023,0.9632651209831238
54,0.6644999980926514,0.9510594606399536
55,0.6625000238418579,0.9496772289276123
56,0.6658333539962769,0.9431607127189636
57,0.6682500243186951,0.9381887912750244
58,0.671750009059906,0.9317098259925842
59,0.6672499775886536,0.9386342763900757
60,0.675000011920929,0.9181028604507446
61,0.6779999732971191,0.9124857783317566
62,0.6774166822433472,0.9176450371742249
63,0.6788333058357239,0.9117807745933533
64,0.6797500252723694,0.9053398966789246
65,0.6787499785423279,0.9084140062332153
66,0.6840000152587891,0.8986040949821472
67,0.6881666779518127,0.8901206851005554
68,0.6825000047683716,0.8899129033088684
69,0.6859166622161865,0.8923433423042297
70,0.6897500157356262,0.8789645433425903
71,0.6893333196640015,0.8800549507141113
72,0.6909166574478149,0.8790443539619446
73,0.6919999718666077,0.8798186182975769
74,0.6921666860580444,0.8691920042037964
75,0.6971666812896729,0.8654206395149231
76,0.6895833611488342,0.8840770125389099
77,0.6959166526794434,0.8631184101104736
78,0.6974166631698608,0.8576889634132385
79,0.6972500085830688,0.8626835942268372
80,0.6971666812896729,0.8662800192832947
81,0.6995000243186951,0.8602216243743896
82,0.7005833387374878,0.8566906452178955
83,0.7023333311080933,0.8543073534965515
84,0.6995000243186951,0.8554884195327759
85,0.6974166631698608,0.8602025508880615
86,0.7020833492279053,0.8520461320877075
87,0.7026666402816772,0.8491466641426086
88,0.7043333053588867,0.8469094038009644
89,0.7043333053588867,0.8496004343032837
90,0.7012500166893005,0.8476111888885498
91,0.7039166688919067,0.8538694381713867
92,0.7067499756813049,0.8390932679176331
93,0.7055833339691162,0.8426581025123596
94,0.7064999938011169,0.8470388054847717
95,0.706166684627533,0.8436359763145447
96,0.7087500095367432,0.8474334478378296
97,0.7072499990463257,0.8486321568489075
98,0.7055833339691162,0.8521275520324707
99,0.7099166512489319,0.841452419757843
100,0.7085000276565552,0.8429877758026123
101,0.7073333263397217,0.8439302444458008
