iterations,accuracy,loss,val_accuracy,val_loss
1,0.3268223702907562,1.8859096765518188,0.40860214829444885,1.8950614929199219
2,0.315498948097229,1.9739506244659424,0.3808715343475342,1.8406238555908203
3,0.38471338152885437,1.8304731845855713,0.4459536075592041,1.6393349170684814
4,0.3981599509716034,1.6969211101531982,0.4968873858451843,1.5101608037948608
5,0.4476999342441559,1.599564552307129,0.47594794631004333,1.5236892700195312
6,0.47558385133743286,1.556315541267395,0.5234861373901367,1.4507209062576294
7,0.49271053075790405,1.4942452907562256,0.5319750905036926,1.4172948598861694
8,0.518471360206604,1.4349377155303955,0.54555743932724,1.3803340196609497
9,0.5173389911651611,1.4189679622650146,0.5591397881507874,1.3080278635025024
10,0.5306439995765686,1.3859916925430298,0.5710243582725525,1.2765130996704102
11,0.5438075065612793,1.350582480430603,0.5749858617782593,1.2692887783050537
12,0.5452229380607605,1.347937822341919,0.5795133113861084,1.236128568649292
13,0.5537155270576477,1.3225734233856201,0.6032823920249939,1.2021805047988892
14,0.5684359669685364,1.2856969833374023,0.5976231098175049,1.1993815898895264
15,0.5623496174812317,1.2779465913772583,0.6162987947463989,1.1836024522781372
16,0.5712668299674988,1.265618920326233,0.6179966330528259,1.1801332235336304
17,0.5842887759208679,1.2315866947174072,0.6298811435699463,1.1531068086624146
18,0.5740976929664612,1.2571802139282227,0.6196944117546082,1.1311975717544556
19,0.5814579129219055,1.224748969078064,0.6361063718795776,1.1158721446990967
20,0.5919320583343506,1.193513035774231,0.6423316597938538,1.0814650058746338
21,0.6022647023200989,1.1732879877090454,0.6423316597938538,1.0821995735168457
22,0.6002830862998962,1.1929807662963867,0.6451612710952759,1.088350534439087
23,0.6159943342208862,1.1468783617019653,0.6542161703109741,1.0493037700653076
24,0.6131634712219238,1.1509557962417603,0.6683644652366638,1.0469253063201904
25,0.6171267032623291,1.1380962133407593,0.6564798951148987,1.0468701124191284
26,0.6184005737304688,1.1251405477523804,0.6661007404327393,1.0114134550094604
27,0.626893162727356,1.1041860580444336,0.6559139490127563,1.0537575483322144
28,0.6329794526100159,1.0873610973358154,0.670062243938446,1.0109678506851196
