iterations,accuracy,loss
1,0.13233333826065063,2.3004941940307617
2,0.16383333504199982,2.292973518371582
3,0.2029999941587448,2.2558493614196777
4,0.20866666734218597,2.2019386291503906
5,0.2174166738986969,2.147124767303467
6,0.2548333406448364,2.0721278190612793
7,0.29225000739097595,2.0072762966156006
8,0.3113333284854889,1.9500571489334106
9,0.32758334279060364,1.9026720523834229
10,0.33550000190734863,1.8695167303085327
11,0.3473333418369293,1.8399064540863037
12,0.34941667318344116,1.8175348043441772
13,0.36258333921432495,1.7918105125427246
14,0.3695000112056732,1.77106773853302
15,0.3773333430290222,1.751453161239624
16,0.3815833330154419,1.7348185777664185
17,0.3850833475589752,1.7198597192764282
18,0.39125001430511475,1.7091764211654663
19,0.39399999380111694,1.696372389793396
20,0.3954166769981384,1.6846219301223755
21,0.40058332681655884,1.6736637353897095
22,0.40308332443237305,1.6632624864578247
23,0.4059999883174896,1.6560691595077515
24,0.4089166522026062,1.6467037200927734
25,0.4126666784286499,1.641442894935608
26,0.41449999809265137,1.6294026374816895
27,0.4165000021457672,1.624350905418396
28,0.41749998927116394,1.6164895296096802
29,0.42016667127609253,1.6088253259658813
30,0.4215833246707916,1.6026579141616821
31,0.42141667008399963,1.5974857807159424
32,0.42358332872390747,1.5915292501449585
33,0.4255833327770233,1.5862135887145996
34,0.4259166717529297,1.5809030532836914
35,0.42750000953674316,1.5750774145126343
36,0.42916667461395264,1.5706928968429565
37,0.4307500123977661,1.5657788515090942
38,0.43141666054725647,1.5628764629364014
39,0.4350833296775818,1.5581022500991821
40,0.4363333284854889,1.5538288354873657
41,0.43700000643730164,1.5499309301376343
42,0.437666654586792,1.5464129447937012
43,0.4400833249092102,1.5417907238006592
44,0.4401666522026062,1.538140892982483
45,0.4429999887943268,1.5340688228607178
46,0.445499986410141,1.5301527976989746
47,0.4468333423137665,1.5264678001403809
48,0.44841668009757996,1.5236722230911255
49,0.44874998927116394,1.5201129913330078
50,0.44991666078567505,1.5163198709487915
51,0.4519166648387909,1.5119259357452393
52,0.45266667008399963,1.508946418762207
53,0.4533333480358124,1.506725549697876
54,0.4542500078678131,1.5033764839172363
55,0.4545833468437195,1.5001273155212402
56,0.4560000002384186,1.4975978136062622
57,0.45783331990242004,1.4934946298599243
58,0.46024999022483826,1.4904786348342896
59,0.46266666054725647,1.4872357845306396
