iterations,accuracy,loss,val_accuracy,val_loss
1,0.4750199317932129,1.2380285263061523,0.5387884974479675,1.3893232345581055
2,0.4526973068714142,1.3973674774169922,0.4617428183555603,1.1353403329849243
3,0.47462132573127747,1.2788498401641846,0.476620614528656,1.1187762022018433
4,0.4837895333766937,1.3050777912139893,0.5690754652023315,1.0976592302322388
5,0.5049163103103638,1.2691298723220825,0.5393198728561401,1.1158119440078735
6,0.4763486683368683,1.308957815170288,0.5,1.1217031478881836
7,0.544379472732544,1.215226173400879,0.5972369909286499,1.0582350492477417
8,0.48126494884490967,1.3582708835601807,0.5967056155204773,1.1111677885055542
9,0.5757374167442322,1.1833174228668213,0.6200850009918213,1.0301326513290405
10,0.5358756184577942,1.2737789154052734,0.6339001059532166,1.011635661125183
11,0.5714855194091797,1.1620967388153076,0.6163655519485474,1.02315092086792
12,0.5591283440589905,1.243607759475708,0.6578108668327332,0.9938173294067383
13,0.611480176448822,1.1660269498825073,0.6524973511695862,0.9651429653167725
14,0.5778633952140808,1.2275360822677612,0.6631243228912354,0.9632166624069214
15,0.6203826665878296,1.1205977201461792,0.6567481160163879,0.9347179532051086
16,0.5923465490341187,1.229241132736206,0.6721572875976562,0.9965004920959473
17,0.6336699724197388,1.1122162342071533,0.6609989404678345,0.9374586343765259
18,0.5823810696601868,1.2346795797348022,0.6700319051742554,0.9822598099708557
19,0.6198511719703674,1.085884928703308,0.6801275014877319,0.9246180653572083
20,0.580653727054596,1.2370660305023193,0.6509032845497131,0.9769346714019775
21,0.6340685486793518,1.082193374633789,0.6880977749824524,0.8971915245056152
22,0.5981929302215576,1.174054503440857,0.6790648102760315,0.9234217405319214
23,0.6314111351966858,1.08090341091156,0.6790648102760315,0.8944952487945557
24,0.6094871163368225,1.1548640727996826,0.678002119064331,0.9251312017440796
25,0.6298166513442993,1.0744976997375488,0.687035083770752,0.882699728012085
26,0.6102843284606934,1.1309409141540527,0.6551541090011597,0.9241502285003662
27,0.6315439939498901,1.0692967176437378,0.6928799152374268,0.8783788681030273
28,0.6132075190544128,1.1145621538162231,0.6934112906455994,0.8942392468452454
29,0.6391177177429199,1.0577001571655273,0.678002119064331,0.8608810901641846
30,0.6356630325317383,1.076071858406067,0.6934112906455994,0.8818445801734924
31,0.6351315379142761,1.0489420890808105,0.6758767366409302,0.8719750046730042
32,0.6335370540618896,1.059141755104065,0.7077577114105225,0.8785361051559448
33,0.6413765549659729,1.0220251083374023,0.7130712270736694,0.832464873790741
34,0.6327398419380188,1.051853060722351,0.7035068869590759,0.8596987128257751
35,0.6419080495834351,1.0214464664459229,0.706695020198822,0.8348932266235352
36,0.6635662913322449,0.9917581081390381,0.7194473743438721,0.8217454552650452
37,0.6470900774002075,0.9941078424453735,0.7178533673286438,0.8255248069763184
38,0.6613074541091919,0.974459707736969,0.7141339182853699,0.819587767124176
39,0.6597129702568054,0.9813316464424133,0.705100953578949,0.8234720826148987
40,0.6644964218139648,0.9840103387832642,0.710414469242096,0.8271183371543884
41,0.6698113083839417,0.9550966620445251,0.7173219919204712,0.8069047927856445
42,0.6724687814712524,0.980385959148407,0.7162593007087708,0.8024248480796814
43,0.6842944622039795,0.943902850151062,0.7061636447906494,0.8060007095336914
44,0.6683497428894043,0.9487693905830383,0.7157279253005981,0.7916771769523621
45,0.6803082823753357,0.9381089806556702,0.7189160585403442,0.7840356230735779
46,0.6694127321243286,0.9594851136207581,0.7279489636421204,0.8103863000869751
47,0.6773850917816162,0.9487754106521606,0.7258235812187195,0.780022382736206
48,0.6821684837341309,0.9325839877128601,0.7252922654151917,0.7677362561225891
49,0.6884135007858276,0.913856565952301,0.728480339050293,0.7806559801101685
50,0.681769847869873,0.934294581413269,0.723166823387146,0.7668036818504333
51,0.6884135007858276,0.9168571829795837,0.7321997880935669,0.7744766473770142
52,0.6850916743278503,0.9122896790504456,0.7295430302619934,0.7740243673324585
53,0.698113203048706,0.9089720845222473,0.7226355075836182,0.7664670944213867
54,0.701302170753479,0.8824360966682434,0.7401700615882874,0.7633255124092102
55,0.6913366913795471,0.9052827954292297,0.7136025428771973,0.7809815406799316
56,0.6989104151725769,0.8796833157539368,0.751859724521637,0.7452180981636047
57,0.7043582201004028,0.8791852593421936,0.7449522018432617,0.7480310201644897
58,0.6982460618019104,0.8819986581802368,0.7316684126853943,0.7394909262657166
59,0.7056869268417358,0.8633614182472229,0.7290117144584656,0.7461645603179932
60,0.7047568559646606,0.8631230592727661,0.7391073107719421,0.738214373588562
61,0.7020993828773499,0.8605833649635315,0.7321997880935669,0.7374637126922607
62,0.7034280896186829,0.8735396265983582,0.7385759949684143,0.7503589987754822
63,0.6966516375541687,0.8804405927658081,0.730074405670166,0.746005654335022
64,0.7044910788536072,0.8436051607131958,0.7497343420982361,0.7203362584114075
65,0.7110018730163574,0.8463855981826782,0.7513283491134644,0.7303152680397034
66,0.707148551940918,0.8512458205223083,0.7438894510269165,0.7118032574653625
67,0.7199043035507202,0.8153883814811707,0.7513283491134644,0.7057828307151794
68,0.7230932712554932,0.8311126828193665,0.7417640686035156,0.7158303260803223
69,0.7254849672317505,0.8196684718132019,0.7497343420982361,0.7168446183204651
70,0.72840815782547,0.8048083782196045,0.7529224157333374,0.6988231539726257
71,0.7276109457015991,0.8074362874031067,0.7555791735649109,0.7058761715888977
72,0.7217645645141602,0.8168720006942749,0.7513283491134644,0.6960760951042175
73,0.7289396524429321,0.7944977879524231,0.7614240050315857,0.697719156742096
74,0.7331916093826294,0.7878960371017456,0.7582359313964844,0.7033911347389221
75,0.7339888215065002,0.7795794010162354,0.7598299384117126,0.6885250210762024
76,0.7246877551078796,0.7899494767189026,0.7492029666900635,0.7018819451332092
77,0.7339888215065002,0.7802860736846924,0.7624866962432861,0.6820569634437561
78,0.7345203161239624,0.7784898281097412,0.7635493874549866,0.6875799894332886
79,0.7458145022392273,0.7630768418312073,0.7401700615882874,0.708493173122406
80,0.7416954636573792,0.762678861618042,0.7693942785263062,0.6772690415382385
81,0.7450172901153564,0.7361389994621277,0.7763018012046814,0.6813549995422363
82,0.7454158663749695,0.7596946358680725,0.7640807628631592,0.6996857523918152
83,0.7474089860916138,0.735885739326477,0.7741764187812805,0.6731433868408203
84,0.7504650354385376,0.7257123589515686,0.7678002119064331,0.6666564345359802
85,0.7472761273384094,0.737990140914917,0.7646121382713318,0.6926235556602478
86,0.7520595192909241,0.7300048470497131,0.7709882855415344,0.6710182428359985
87,0.752989649772644,0.7160661816596985,0.7672688364982605,0.6716597080230713
88,0.7549827098846436,0.7310640215873718,0.7736450433731079,0.6716204881668091
89,0.7616263628005981,0.7040220499038696,0.7890542149543762,0.6647796034812927
90,0.7536540031433105,0.7212550044059753,0.7678002119064331,0.6650605797767639
91,0.7626893520355225,0.7003756165504456,0.7757704854011536,0.6559390425682068
92,0.7536540031433105,0.7299402356147766,0.7794898748397827,0.6695094108581543
93,0.7676056623458862,0.6924113035202026,0.7693942785263062,0.6793544888496399
94,0.7595003843307495,0.7000045776367188,0.7709882855415344,0.6668001413345337
95,0.7649481892585754,0.6927013993263245,0.7688629031181335,0.6726541519165039
96,0.760164737701416,0.6899303197860718,0.7709882855415344,0.6795616149902344
97,0.7697315812110901,0.6726812124252319,0.7784271836280823,0.6476939916610718
98,0.7585703134536743,0.6808226704597473,0.7709882855415344,0.6626940369606018
99,0.7804942727088928,0.6546492576599121,0.7805526256561279,0.6530801653862
100,0.7674727439880371,0.6769795417785645,0.7874601483345032,0.6573043465614319
101,0.7828859686851501,0.6480555534362793,0.775239109992981,0.6666538715362549
102,0.7709274291992188,0.6758256554603577,0.7709882855415344,0.6644719839096069
103,0.7540526390075684,0.6873652338981628,0.7635493874549866,0.7002484202384949
104,0.7665426731109619,0.6728395223617554,0.7651434540748596,0.682659387588501
105,0.7828859686851501,0.6406640410423279,0.7757704854011536,0.6631827354431152
106,0.7788997888565063,0.6518082618713379,0.7646121382713318,0.681223452091217
107,0.7828859686851501,0.636633574962616,0.7805526256561279,0.6502445936203003
108,0.781955897808075,0.6366048455238342,0.7778958678245544,0.6685402989387512
109,0.774249255657196,0.6434856653213501,0.7816153168678284,0.6700082421302795
110,0.7834174633026123,0.6233810782432556,0.7853347659111023,0.6604306697845459
111,0.7847462296485901,0.6230447888374329,0.7837406992912292,0.6602137088775635
112,0.7864735722541809,0.6318645477294922,0.775239109992981,0.6588534116744995
113,0.7887324094772339,0.6143110990524292,0.7853347659111023,0.6638222932815552
114,0.7920542359352112,0.6142088770866394,0.7704569697380066,0.6917981505393982
115,0.7979006171226501,0.5999076962471008,0.7874601483345032,0.6644566655158997
