iterations,accuracy,loss
5,0.1495833396911621,2.2878577709198
10,0.2016666680574417,2.1828420162200928
15,0.24025000631809235,2.0687806606292725
20,0.3082500100135803,1.9477308988571167
25,0.3425833284854889,1.8613543510437012
30,0.35983332991600037,1.7931599617004395
35,0.39108332991600037,1.7332390546798706
40,0.39774999022483826,1.679835319519043
45,0.4170833230018616,1.627556324005127
50,0.4220833480358124,1.5793412923812866
55,0.4377500116825104,1.5641257762908936
60,0.44733333587646484,1.524427890777588
65,0.46433332562446594,1.5015398263931274
70,0.4637500047683716,1.4918403625488281
75,0.48616665601730347,1.4436225891113281
80,0.4909166693687439,1.4211881160736084
85,0.5049999952316284,1.401407241821289
90,0.5084166526794434,1.38789701461792
95,0.5207499861717224,1.3598155975341797
100,0.5273333191871643,1.33905029296875
105,0.5355833172798157,1.3131506443023682
110,0.5429999828338623,1.2964227199554443
115,0.546750009059906,1.2842390537261963
120,0.5513333082199097,1.2662804126739502
125,0.5565000176429749,1.253654956817627
130,0.5633333325386047,1.2377808094024658
135,0.565500020980835,1.225879192352295
140,0.5722500085830688,1.2079426050186157
145,0.5798333287239075,1.188515067100525
150,0.5795000195503235,1.1857303380966187
155,0.5895833373069763,1.1645939350128174
160,0.5901666879653931,1.1604771614074707
165,0.593416690826416,1.144993543624878
170,0.596750020980835,1.1368902921676636
175,0.6042500138282776,1.1194201707839966
180,0.6109166741371155,1.1019481420516968
185,0.6098333597183228,1.1034319400787354
190,0.6186666488647461,1.088097333908081
195,0.6184999942779541,1.0808748006820679
200,0.6231666803359985,1.0755798816680908
205,0.6231666803359985,1.0681251287460327
210,0.6264166831970215,1.055683970451355
215,0.6311666369438171,1.0473132133483887
220,0.6359999775886536,1.0377033948898315
225,0.6358333230018616,1.0316262245178223
230,0.6378333568572998,1.0242186784744263
235,0.6380000114440918,1.0234766006469727
240,0.643666684627533,1.0089638233184814
245,0.643916666507721,1.0030968189239502
250,0.6486666798591614,0.9913002848625183
255,0.6499999761581421,0.9889786243438721
260,0.6524999737739563,0.977862536907196
265,0.656083345413208,0.9796819686889648
270,0.6583333611488342,0.9720236659049988
275,0.6601666808128357,0.9649810194969177
280,0.6627500057220459,0.9581262469291687
285,0.6642500162124634,0.9556670784950256
290,0.6638333201408386,0.9513676166534424
295,0.6701666712760925,0.9440371990203857
300,0.6691666841506958,0.9408265948295593
305,0.6729166507720947,0.939582347869873
310,0.6740000247955322,0.9327684640884399
315,0.6712499856948853,0.9290900826454163
320,0.6733333468437195,0.9288866519927979
325,0.6800833344459534,0.9168293476104736
330,0.6794166564941406,0.9127987623214722
335,0.6810833215713501,0.9130351543426514
340,0.6816666722297668,0.912177562713623
345,0.684249997138977,0.904653787612915
350,0.6840000152587891,0.9017223119735718
355,0.6858333349227905,0.9011276960372925
360,0.6868333220481873,0.899273693561554
365,0.687416672706604,0.8925859928131104
370,0.684583306312561,0.9032427668571472
375,0.6917499899864197,0.8853108882904053
380,0.6853333115577698,0.8931210041046143
385,0.6869999766349792,0.8940781354904175
390,0.6879166960716248,0.8926870822906494
395,0.690666675567627,0.8926558494567871
400,0.6948333382606506,0.884742021560669
405,0.6957499980926514,0.8785732388496399
410,0.6957499980926514,0.8782137632369995
415,0.6931666731834412,0.8869432806968689
420,0.6981666684150696,0.8710126876831055
425,0.6959166526794434,0.8790866732597351
430,0.6981666684150696,0.8747262358665466
435,0.7047500014305115,0.8654313683509827
440,0.703499972820282,0.867077648639679
445,0.6987500190734863,0.8733047842979431
450,0.6986666917800903,0.8723482489585876
455,0.7002500295639038,0.874605655670166
460,0.7046666741371155,0.8746544718742371
