max_accuracy,max_accuracy_iteration,min_loss,min_loss_iteration,max_val_accuracy,max_val_accuracy_iteration,min_val_loss,min_val_loss_iteration
0.8503892421722412,50,0.4321269392967224,50,0.7645727396011353,47,0.70250403881073,44
