max_accuracy,max_accuracy_iteration,min_loss,min_loss_iteration,max_val_accuracy,max_val_accuracy_iteration,min_val_loss,min_val_loss_iteration
0.7242745757102966,216,0.9230886101722717,216,0.7600452899932861,210,0.831626832485199,216
