iterations,accuracy,loss,val_accuracy,val_loss
1,0.3440905809402466,8.199602127075195,0.49462366104125977,6.617600440979004
2,0.3152158558368683,5.52968692779541,0.34238824248313904,4.284622669219971
3,0.37735316157341003,3.6059539318084717,0.4119977355003357,2.928542137145996
4,0.4056617021560669,2.6280858516693115,0.4855687618255615,2.208491325378418
5,0.4390658140182495,2.192786931991577,0.5155631303787231,1.9209797382354736
6,0.4604387879371643,1.9296873807907104,0.5195246338844299,1.7779282331466675
7,0.497947633266449,1.7745157480239868,0.5178267955780029,1.6800591945648193
8,0.5054494142532349,1.6783349514007568,0.5302773118019104,1.583571434020996
9,0.5272470116615295,1.6079695224761963,0.5500848889350891,1.5133185386657715
10,0.5297947525978088,1.5756921768188477,0.5676287412643433,1.4734363555908203
11,0.545364499092102,1.531360387802124,0.5721561908721924,1.437379240989685
12,0.5501769185066223,1.4991285800933838,0.5868703722953796,1.4254785776138306
13,0.545081377029419,1.4901123046875,0.5840407609939575,1.4057459831237793
14,0.5544232130050659,1.453930139541626,0.5806451439857483,1.3777544498443604
15,0.5651804804801941,1.4262616634368896,0.581777036190033,1.3657690286636353
16,0.567162036895752,1.416133999824524,0.5908319354057312,1.3418785333633423
17,0.5776362419128418,1.3874211311340332,0.6010186672210693,1.3328149318695068
18,0.5709837079048157,1.403723120689392,0.5913978219032288,1.3446625471115112
19,0.5796178579330444,1.3844599723815918,0.6032823920249939,1.3041361570358276
20,0.5814579129219055,1.3733450174331665,0.6061120629310608,1.3004764318466187
21,0.5845718383789062,1.3540141582489014,0.6106395125389099,1.2779650688171387
22,0.5910828113555908,1.346444845199585,0.6083757877349854,1.2746825218200684
23,0.5864118933677673,1.3364943265914917,0.6168647408485413,1.2674341201782227
24,0.5803255438804626,1.3514050245285034,0.6157329082489014,1.2607359886169434
25,0.5898089408874512,1.3312052488327026,0.6185625195503235,1.2400957345962524
26,0.5882519483566284,1.3289715051651,0.6100735664367676,1.284246563911438
27,0.5926397442817688,1.3409780263900757,0.6230899691581726,1.2314772605895996
28,0.5974522233009338,1.3045411109924316,0.6253536939620972,1.2217720746994019
29,0.5922151207923889,1.3076421022415161,0.6100735664367676,1.2608023881912231
